Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2019-01-02,226.28579711914062,227.21743655664847,222.45979990497813,222.4869335602844,126925200
2019-01-03,220.88597106933594,224.82955627143124,220.39753771872978,224.52201853897697,144140700
2019-01-04,228.28469848632812,228.93593372534505,223.56324990418057,223.94313482669872,142628800
2019-01-07,230.08465576171875,231.504700879217,227.65157032320616,228.55606223037358,103139100
2019-01-08,232.24636840820312,232.73480174867746,229.7409358557966,232.29160956361636,102512600
2019-01-09,233.331787109375,234.1820117420944,231.72179255861127,232.96094210123965,95006600
2019-01-10,234.1549072265625,234.40816389742625,231.09771966926718,231.78514246285744,96823900
2019-01-11,234.2453155517578,234.27244920387173,232.48154535564822,233.06945955338426,73858100
2019-01-14,232.8162078857422,233.6302450693797,231.92076974403113,232.32777453439888,70908200
2019-01-15,235.4844970703125,235.80107479001936,233.18707966784314,233.19613342074783,85208300
2019-01-16,236.05435180664062,236.94979012847645,235.71064040147724,235.91865591298634,77636700
2019-01-17,237.8451690673828,238.71350111717996,235.13169351829328,235.1769346725185,96118400
2019-01-18,241.0109405517578,241.4812940770561,237.88140583123297,239.67231000229387,127900300
2019-01-22,237.7547607421875,239.74465424086148,236.12668613629504,239.52758498751743,115531200
2019-01-23,238.25225830078125,239.5004617677154,235.76490512049884,238.79495906069704,86030300
2019-01-24,238.37884521484375,238.96678707165535,237.0492409284232,238.0713212605368,59204100
2019-01-25,240.3959197998047,241.22806471365894,238.47840087999091,240.24214399076624,96883400
2019-01-28,238.56878662109375,238.632080074361,236.7869365169675,238.23412904263222,85613700
2019-01-29,238.25225830078125,239.2833649020047,237.41108730451074,238.71355808714577,66136300
2019-01-30,242.02394104003906,242.87416567145019,239.0119950266085,239.78081869580836,92473700
2019-01-31,244.14952087402344,244.63795428671543,241.74356882256984,241.96066567426934,104012100
2019-02-01,244.2671356201172,245.29826986901085,243.47117815140808,244.34853659720218,85782500
2019-02-04,245.985595703125,246.04891675729695,243.63391137344414,244.31228026068473,60744800
2019-02-05,247.01675415039062,247.3242780974129,245.9132728802973,246.41978615808733,79552800
2019-02-06,246.6911163330078,247.23381700317975,245.9494539401056,246.7363574905487,58347800
2019-02-07,244.33941650390625,245.61472559082287,242.66610123274975,245.062998868402,95482000
2019-02-08,244.63790893554688,244.73738978850045,242.25003722985647,243.082181867479,75788900
2019-02-11,244.77362060546875,245.56052422894584,244.23997363785676,245.298241423057,68021400
2019-02-12,247.9212188720703,248.30108998725757,246.3293044006941,246.40167920552048,72270200
2019-02-13,248.72625732421875,249.57648205031637,248.33733237159507,248.76244473464385,65277200
2019-02-14,248.1744842529297,249.31415284456483,246.8086926932972,247.63178360915575,83234400
2019-02-15,250.8789520263672,250.9151394366812,249.75739073279072,249.96540623555683,97088700
2019-02-19,251.31309509277344,251.97335655373772,250.06489177902748,250.07394553150223,59120800
2019-02-20,251.81964111328125,252.28094090299652,250.7704269972648,251.27694034942343,76610800
2019-02-21,250.92420959472656,251.53925759574275,249.95639642662542,251.17746627766903,64214700
2019-02-22,252.4798583984375,252.6788200988829,250.90602387092713,251.54820533053618,78114600
2019-02-25,252.82362365722656,254.4426722565824,252.74222267999528,253.91807898012246,69030700
2019-02-26,252.6426239013672,253.5290080861911,252.26272524866005,252.4707682731063,56844100
2019-02-27,252.53414916992188,252.88688665692212,250.97842199996958,251.91907370057166,56921600
2019-02-28,252.06385803222656,252.760334632299,251.73825411757633,252.31711472236861,69268300
2019-03-01,253.6377410888672,254.05379981506172,252.19054789868255,253.6558209976881,78880500
2019-03-04,252.71507263183594,254.94916909399254,250.39957519772707,254.70496617813578,106494600
2019-03-05,252.3712921142578,253.04063481626983,251.81956536561597,252.8416455161418,59114600
2019-03-06,250.84274291992188,252.49797866301785,250.5171390639775,252.48892491049583,75039800
2019-03-07,248.74432373046875,250.53520000845765,247.89409914485506,250.39047799357638,94885100
2019-03-08,248.24688720703125,248.41874290953555,246.4017432478917,246.87206918990435,85795800
2019-03-11,251.84681701660156,252.00961899219539,248.94340470686336,248.97053836946233,65098900
2019-03-12,252.79640197753906,253.32102267424105,252.21754158447706,252.40747713188347,79667500
2019-03-13,254.4698028564453,255.4104823646566,253.52912334823404,253.69195290364758,80639200
2019-03-14,254.3069610595703,254.92200896349806,253.86376883510826,254.4968966410678,67518400
2019-03-15,255.56336975097656,256.38099256899585,254.6730533305414,254.86385324351852,81309000
2019-03-18,256.4898986816406,256.7897111491894,255.5541699418369,255.78128883717253,62199800
2019-03-19,256.55364990234375,258.33425532885104,255.65426741832826,257.56207280897434,90268100
2019-03-20,255.7813720703125,257.5529111201919,254.66396448531233,256.3355567719939,84609200
2019-03-21,258.6703796386719,259.0791772010998,254.9092757174122,254.95471615178448,79550400
2019-03-22,253.69187927246094,257.825433270187,253.62827930954637,257.29852947978105,122659300
2019-03-25,253.50111389160156,254.54585559458354,252.22925322168942,253.3466607953164,85575200
2019-03-26,255.3907928466797,256.35377527982877,253.97357237055502,255.27268651958764,68125900
2019-03-27,254.05540466308594,255.97230417025517,252.4928242386841,255.38177236564277,72224700
2019-03-28,255.01829528808594,255.47253329715392,253.52840903507666,254.69125722931116,56238500
2019-03-29,256.6263122558594,256.95335031039303,255.40895773428272,256.54455274222596,82186800
2019-04-01,259.669677734375,259.96949033414535,258.3705637340014,258.6431231632914,77617900
2019-04-02,259.796875,260.03308762471767,258.99741170817384,259.86047497196034,40070400
2019-04-03,260.20574951171875,261.42310421843433,259.5970582961151,261.0233724968869,68243200
2019-04-04,260.8960876464844,261.15045977521,259.83318642892766,260.53270285180247,48997500
2019-04-05,262.1589050292969,262.2134113669832,261.2776822707206,261.5684012213713,58621700
2019-04-08,262.35882568359375,262.46783838175355,261.06877739822386,261.73197494468394,53566300
2019-04-09,261.01422119140625,261.71373768730723,260.46006417344944,261.3866996552971,66142300
2019-04-10,261.9045715332031,261.99542468425113,261.0142550121153,261.43214623754915,52601500
2019-04-11,261.8318176269531,262.4041618498159,261.25947340409033,262.3950682194585,55093100
2019-04-12,263.6034240722656,263.8850494405728,261.8773250561761,263.45806457176997,69727800
2019-04-15,263.4307861328125,263.7760114478182,262.6222291871954,263.6760646713489,49596700
2019-04-16,263.6034240722656,264.3756342891843,263.0038265294049,264.32112794205966,52153200
2019-04-17,262.9582824707031,264.7570464763361,262.5403637188395,264.7297933163864,58268300
2019-04-18,263.4761657714844,263.7487251712449,262.2406518775845,263.5488593678807,68708500
2019-04-22,263.7032775878906,263.8577306826796,262.61312319187647,262.703976322665,40160100
2019-04-23,266.074462890625,266.3106755291855,263.8396196298591,264.0758045439315,52246600
2019-04-24,265.4839172363281,266.3287931535352,265.33855776812845,265.9926615127851,50392900
2019-04-25,265.32037353515625,265.9835709180462,264.1212064266683,265.3839735015602,57770900
2019-04-26,266.5559387207031,266.6286045998115,264.5845336593665,265.3658374133363,50916400
2019-04-29,266.9738464355469,267.5007780585327,266.55595522470475,266.64680837258044,57197700
2019-04-30,267.1100769042969,267.40079584918476,265.20229967412075,266.6285857812883,81111700
2019-05-01,265.1024169921875,267.9550453450749,265.09332335906004,267.7460858545828,71671900
2019-05-02,264.52996826171875,265.9108691768667,263.02189515540107,264.9842061470742,65030200
2019-05-03,267.1191711425781,267.4007964571772,264.6390219234317,266.01992305254674,56543700
2019-05-06,266.0198974609375,266.4650417429024,262.4586600317724,262.77663211509673,107198100
2019-05-07,261.5774841308594,264.1938994078152,259.65151947545775,263.59430192980557,144729900
2019-05-08,261.2140808105469,262.94017951789175,260.61448337493516,261.2140808105469,91568300
2019-05-09,260.4237365722656,261.0323999737638,257.37124275936833,259.12462253075154,103471100
2019-05-10,261.73193359375,262.4950500847951,256.46275631107704,259.47890319793606,112429300
2019-05-13,255.15444946289062,257.5437447806937,254.3095737897097,256.57169693737166,127290500
2019-05-14,257.4621276855469,259.00654818427677,256.0540007848451,256.181173025316,77003200
2019-05-15,258.9701232910156,259.6151333809331,255.60875156001296,255.8177109860911,73956400
2019-05-16,261.3684997558594,262.7402793664925,259.60605447911684,259.6787203446248,76749600
2019-05-17,259.67877197265625,262.186174560651,259.02466815511355,259.04285541846747,100353000
2019-05-20,257.9617919921875,259.78781004608084,257.2077413259592,258.06171105245244,62877600
2019-05-21,260.2874755859375,260.6690199918842,259.4153186376545,259.66969081644834,46847100
2019-05-22,259.4880065917969,260.45098894228386,259.0065154165534,259.3244875642397,49482500
2019-05-23,256.3174133300781,257.2894615088628,254.89109945980184,257.2440488019563,98733800
2019-05-24,256.8988342285156,258.1888823074058,256.2719835899369,257.7709633986957,55268100
2019-05-28,254.50953674316406,258.1434406130632,254.49137720462963,257.18045830549886,70029400
2019-05-29,252.80160522460938,253.79184073252165,251.38438488993793,253.38304316933977,104972900
2019-05-30,253.49203491210938,254.40960446337434,252.38369318045238,253.56470078695423,62523800
2019-05-31,250.07618713378906,251.75687333644825,250.04893396183192,250.921090913437,86862800
2019-06-03,249.44024658203125,251.23901120736562,248.09569220418228,250.11250990871295,96428000
2019-06-04,254.8548126220703,254.9910784993359,251.30266755739055,251.75690563127046,77231900
2019-06-05,257.0624084472656,257.0896616232955,254.66404578316084,256.4900640261462,71169700
2019-06-06,258.73394775390625,259.41530473822075,256.7080640642159,257.36216787813726,69430400
2019-06-07,261.3231201171875,262.4133024247629,259.58792760194865,259.7605402627229,74272200
2019-06-10,262.52227783203125,264.20296376567995,262.4314246985533,262.88566264145925,60799100
2019-06-11,262.4588317871094,264.73002283359614,261.8047276567412,264.3575441750323,58641300
2019-06-12,261.995361328125,262.7857308745849,261.4775234444159,262.2224802885782,47096300
2019-06-13,263.076416015625,263.43982852356794,262.20428699042196,262.9128970217398,48945200
2019-06-14,262.7857360839844,263.3943993843547,262.01352605823894,262.7857360839844,52324700
2019-06-17,262.8857116699219,263.65792186177674,262.71309900146645,263.02197753331063,39205700
2019-06-18,265.6383972167969,266.70132641704686,264.3574426316708,264.7208552391169,85434800
2019-06-19,266.2379455566406,266.7739430117506,264.7934721997542,265.7746139748997,78674400
2019-06-20,268.7816162109375,269.1904413792913,266.3014952113268,268.94516291296645,116570000
2019-06-21,268.3909912109375,269.7785808640298,268.1719054392203,268.50967195706096,83309500
2019-06-24,268.06243896484375,268.9205344351138,267.90723459274955,268.60104354673166,47582700
2019-06-25,265.4331970214844,268.14449463013557,265.3236541458746,268.1171089112332,82028700
2019-06-26,265.16851806640625,266.84824092975055,265.0589751626086,266.3370221391386,51584900
2019-06-27,266.1087646484375,266.6199833740757,265.5519123384617,265.9353124530248,40355200
